                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                 1.3284,                 0.8258,                0.16882,                0.86595,                 1.4341,                0.99509,                      1,                  0.995,                0.60217,                0.99509,                      1,                  0.995,                0.83608,                 1.2982,                0.36638,                0.01125,                0.79311,                 1.6166,              0.0014192,              0.0014192,              0.0014192
                     90,                   1.34,                0.69774,                0.14968,                0.83007,                 1.4446,                0.99258,                      1,                  0.995,                 0.6126,                0.99258,                      1,                  0.995,                0.82395,                 1.2933,                0.49545,                0.01499,                 0.8003,                 1.5715,              0.0014126,              0.0014126,              0.0014126
                     91,                 1.3413,                0.65203,                0.13906,                0.81921,                 1.4879,                0.99058,                      1,                  0.995,                0.63205,                0.99058,                      1,                  0.995,                 0.8308,                  1.286,                0.42571,                0.01192,                0.81916,                 1.6192,               0.001406,               0.001406,               0.001406
                     92,                 1.2783,                0.71121,                0.17297,                0.82778,                 1.3909,                0.93668,                0.94444,                0.97867,                0.60118,                0.99178,                      1,                  0.995,                0.80952,                 1.3431,                0.41732,                 0.0125,                0.86181,                 1.6935,              0.0013994,              0.0013994,              0.0013994
                     93,                 1.3066,                0.68302,                0.19436,                0.87204,                 1.4449,                0.97285,                0.99544,                0.98608,                0.62216,                0.99385,                      1,                  0.995,                0.82703,                 1.2581,                0.42169,                0.01971,                0.82164,                 1.5738,              0.0013928,              0.0013928,              0.0013928
                     94,                 1.3146,                0.61123,                0.17212,                0.92072,                 1.4447,                0.96768,                0.97222,                0.98359,                0.64527,                0.99532,                      1,                  0.995,                0.82808,                 1.2352,                0.43777,                0.00942,                0.81073,                 1.5389,              0.0013862,              0.0013862,              0.0013862
                     95,                 1.2581,                0.56763,                 0.1821,                0.82552,                 1.4382,                0.93739,                0.94444,                0.94744,                0.54432,                0.99253,                      1,                  0.995,                0.82545,                 1.4331,                0.44357,                0.00745,                0.84346,                 1.6974,              0.0013796,              0.0013796,              0.0013796
                     96,                 1.3052,                0.57351,                0.16486,                0.83651,                 1.4153,                0.96837,                0.97222,                0.97371,                0.59409,                0.99604,                      1,                  0.995,                0.79782,                 1.3219,                0.38451,                0.01032,                0.74993,                 1.6148,               0.001373,               0.001373,               0.001373
                     97,                 1.2925,                0.72469,                0.18396,                  0.771,                 1.4316,                0.99568,                      1,                  0.995,                0.60307,                0.99568,                      1,                  0.995,                0.79505,                 1.3951,                0.37143,                 0.0108,                0.71783,                 1.6546,              0.0013664,              0.0013664,              0.0013664
                     98,                 1.3396,                0.68962,                0.19903,                0.80225,                 1.4558,                0.99424,                      1,                  0.995,                0.60514,                0.99424,                      1,                  0.995,                0.79445,                 1.3018,                0.38922,                 0.0107,                0.77142,                 1.5834,              0.0013598,              0.0013598,              0.0013598
                     99,                   1.32,                0.72909,                0.14214,                0.89867,                 1.4191,                0.96763,                0.97222,                0.98322,                0.57655,                0.99527,                      1,                  0.995,                0.81555,                 1.3492,                0.49251,                0.01113,                0.79054,                 1.5968,              0.0013532,              0.0013532,              0.0013532
                    100,                 1.2722,                0.69158,                0.16435,                0.88183,                 1.4453,                0.99007,                      1,                  0.995,                0.58931,                0.99007,                      1,                  0.995,                0.82398,                 1.3276,                0.50466,                0.00955,                0.79523,                 1.5859,              0.0013466,              0.0013466,              0.0013466
                    101,                 1.2597,                  0.599,                0.16348,                0.85467,                 1.3875,                0.99602,                      1,                  0.995,                0.60256,                0.99602,                      1,                  0.995,                0.83059,                 1.3756,                0.38125,                0.00955,                0.83538,                 1.6483,                0.00134,                0.00134,                0.00134
                    102,                   1.28,                0.64972,                 0.1617,                0.88298,                 1.3981,                0.99632,                      1,                  0.995,                0.61155,                0.99632,                      1,                  0.995,                0.82392,                  1.301,                0.38398,                0.00844,                0.79939,                 1.5725,              0.0013334,              0.0013334,              0.0013334
                    103,                 1.2379,                0.76826,                0.17234,                0.85718,                 1.3815,                0.96821,                0.97222,                 0.9851,                0.61724,                0.99597,                      1,                  0.995,                0.86727,                 1.2472,                0.36451,                0.00834,                0.75001,                 1.5257,              0.0013268,              0.0013268,              0.0013268
                    104,                 1.2651,                 0.6342,                0.17097,                0.85808,                 1.3681,                0.99339,                      1,                  0.995,                0.58817,                0.99339,                      1,                  0.995,                0.83025,                 1.3541,                0.48709,                0.00731,                0.69872,                  1.631,              0.0013202,              0.0013202,              0.0013202
                    105,                 1.2333,                0.63722,                0.15939,                0.77542,                 1.3495,                0.96598,                      1,                0.99365,                0.60801,                0.96598,                      1,                0.99365,                0.81769,                  1.442,                0.47593,                  0.008,                0.67814,                 1.7346,              0.0013136,              0.0013136,              0.0013136
                    106,                 1.2943,                0.66054,                0.14427,                0.81577,                 1.3875,                0.97172,                      1,                  0.995,                0.60845,                0.97172,                      1,                  0.995,                0.82777,                 1.4155,                0.40063,                0.01058,                0.71886,                 1.7051,               0.001307,               0.001307,               0.001307
                    107,                 1.2342,                0.66267,                0.17966,                0.80087,                  1.384,                0.97933,                      1,                  0.995,                0.58031,                0.97933,                      1,                  0.995,                0.83669,                 1.4159,                0.39434,                0.00902,                0.76266,                  1.686,              0.0013004,              0.0013004,              0.0013004
                    108,                  1.225,                0.68914,                0.16457,                0.83643,                 1.3545,                0.95893,                0.97222,                0.98909,                0.59623,                0.98633,                      1,                  0.995,                 0.8249,                 1.4405,                0.39916,                0.00788,                0.75036,                 1.7039,              0.0012938,              0.0012938,              0.0012938
                    109,                 1.2386,                0.55993,                0.18726,                0.78934,                 1.3994,                0.96929,                0.97222,                0.97187,                0.59271,                0.99699,                      1,                  0.995,                0.81235,                 1.5416,                0.38998,                0.01349,                0.70745,                 1.7697,              0.0012872,              0.0012872,              0.0012872
                    110,                 1.2888,                0.54733,                0.16188,                0.80487,                 1.4024,                0.96158,                0.97222,                0.97155,                 0.5874,                0.98905,                      1,                  0.995,                0.82753,                 1.5268,                0.35717,                0.00987,                0.71498,                 1.7684,              0.0012806,              0.0012806,              0.0012806
                    111,                 1.3553,                0.62877,                 0.1667,                0.79748,                 1.4701,                0.96953,                0.97222,                0.97125,                0.60646,                0.99724,                      1,                  0.995,                0.82673,                 1.3957,                0.36998,                0.00952,                0.65697,                 1.6457,               0.001274,               0.001274,               0.001274
                    112,                 1.3755,                0.69753,                0.15716,                0.77655,                 1.4788,                0.96657,                0.97222,                0.98395,                0.59003,                0.99419,                      1,                  0.995,                0.82679,                 1.4001,                0.42959,                0.01279,                0.67891,                 1.6358,              0.0012674,              0.0012674,              0.0012674
                    113,                 1.2593,                 0.6105,                0.13355,                0.81167,                 1.3727,                0.96763,                0.97222,                0.98008,                0.60199,                0.99528,                      1,                  0.995,                0.82836,                 1.3081,                0.43023,                0.01082,                0.70626,                 1.5854,              0.0012608,              0.0012608,              0.0012608
                    114,                 1.2264,                0.59847,                0.15448,                0.80568,                 1.3837,                0.96841,                0.97222,                0.97617,                0.59547,                0.99608,                      1,                  0.995,                0.80989,                 1.4223,                0.38249,                0.00783,                0.72308,                 1.7036,              0.0012542,              0.0012542,              0.0012542
                    115,                 1.1997,                0.59514,                0.14733,                0.77964,                 1.3479,                0.96965,                0.97222,                0.96972,                0.57338,                0.99736,                      1,                  0.995,                0.82587,                 1.5029,                0.38557,                0.00569,                0.70818,                 1.7861,              0.0012476,              0.0012476,              0.0012476
                    116,                 1.1514,                 0.5609,                0.13334,                0.77619,                 1.3583,                0.99487,                      1,                  0.995,                0.59631,                0.99487,                      1,                  0.995,                0.82922,                 1.3912,                0.37873,                0.00439,                0.76574,                 1.6581,               0.001241,               0.001241,               0.001241
                    117,                 1.2796,                0.63172,                0.13066,                0.81105,                  1.418,                0.99421,                      1,                  0.995,                0.59482,                0.99421,                      1,                  0.995,                0.81238,                 1.3095,                 0.4478,                0.00474,                0.73429,                 1.5634,              0.0012344,              0.0012344,              0.0012344
                    118,                 1.2015,                0.58522,                0.14422,                0.77119,                  1.365,                0.99619,                      1,                  0.995,                0.59122,                0.99619,                      1,                  0.995,                0.80636,                 1.4105,                0.39185,                0.00847,                0.69701,                 1.6227,              0.0012278,              0.0012278,              0.0012278
                    119,                 1.2066,                0.63599,                0.12418,                0.78844,                 1.3447,                0.99673,                      1,                  0.995,                0.57852,                0.99673,                      1,                  0.995,                0.83521,                 1.5717,                0.39886,                0.00957,                0.71465,                 1.8636,              0.0012212,              0.0012212,              0.0012212
                    120,                 1.2537,                0.62332,                0.12666,                0.76232,                 1.3654,                0.99514,                      1,                  0.995,                0.59344,                0.99514,                      1,                  0.995,                0.86722,                  1.518,                0.41872,                0.00749,                0.69534,                 1.8275,              0.0012146,              0.0012146,              0.0012146
                    121,                 1.3095,                0.63114,                0.18106,                 0.8075,                 1.3934,                0.99534,                      1,                  0.995,                0.55923,                0.99534,                      1,                  0.995,                0.86458,                 1.4701,                0.43545,                0.00777,                0.71296,                 1.7229,               0.001208,               0.001208,               0.001208
                    122,                 1.3065,                0.63097,                0.16523,                0.82596,                 1.4278,                0.99376,                      1,                  0.995,                 0.5381,                0.99376,                      1,                  0.995,                0.84633,                 1.5316,                0.42187,                0.00921,                0.77297,                 1.7716,              0.0012014,              0.0012014,              0.0012014
                    123,                 1.2667,                0.58331,                0.12227,                0.79026,                 1.3635,                0.99546,                      1,                  0.995,                 0.5846,                0.99546,                      1,                  0.995,                 0.8554,                 1.4237,                0.38662,                0.01064,                0.79728,                 1.6957,              0.0011948,              0.0011948,              0.0011948
                    124,                 1.2645,                0.49695,                0.15842,                0.82476,                 1.4389,                0.99104,                      1,                  0.995,                0.59817,                0.99104,                      1,                  0.995,                0.82651,                 1.4072,                0.35828,                0.00691,                0.76831,                 1.6781,              0.0011882,              0.0011882,              0.0011882
                    125,                 1.2431,                0.58742,                 0.1357,                0.82349,                 1.3642,                0.99275,                      1,                  0.995,                0.60478,                0.99275,                      1,                  0.995,                0.81474,                 1.3323,                0.39461,                0.00561,                 0.7332,                 1.6211,              0.0011816,              0.0011816,              0.0011816
                    126,                 1.2465,                0.62547,                0.15917,                0.81141,                 1.3817,                0.96674,                0.97222,                0.97562,                0.62912,                 0.9945,                      1,                  0.995,                0.83494,                 1.3046,                0.42357,                 0.0072,                0.69669,                 1.5618,               0.001175,               0.001175,               0.001175
                    127,                 1.2258,                0.64659,                0.13223,                0.80327,                 1.3208,                0.96914,                0.97222,                0.97313,                0.61887,                0.99683,                      1,                  0.995,                0.81233,                 1.3307,                0.39176,                0.00925,                0.68626,                 1.5603,              0.0011684,              0.0011684,              0.0011684
                    128,                 1.1752,                0.65532,                0.13067,                0.74198,                 1.3135,                0.96919,                0.97222,                0.96964,                0.59309,                0.99688,                      1,                  0.995,                0.80813,                 1.4023,                0.38081,                0.01305,                0.67083,                 1.6321,              0.0011618,              0.0011618,              0.0011618
                    129,                 1.2719,                 0.6855,                0.12801,                0.76334,                 1.3797,                0.96972,                0.97222,                0.96967,                0.55297,                0.99743,                      1,                  0.995,                0.77803,                 1.4675,                0.43718,                0.00969,                 0.6492,                 1.7097,              0.0011552,              0.0011552,              0.0011552
                    130,                 1.2041,                0.58358,                0.14347,                0.73489,                 1.3927,                0.96975,                0.97222,                0.97013,                0.56162,                0.99746,                      1,                  0.995,                0.79092,                 1.4659,                0.48378,                0.00717,                0.65647,                 1.6491,              0.0011486,              0.0011486,              0.0011486
                    131,                 1.2711,                0.74733,                0.13917,                0.72957,                 1.3779,                0.94719,                0.99659,                0.97061,                0.54488,                 0.9946,                      1,                  0.995,                0.81171,                  1.545,                0.38048,                0.00623,                0.68687,                 1.6946,               0.001142,               0.001142,               0.001142
                    132,                 1.2629,                0.61284,                0.13594,                0.72299,                 1.3957,                0.96952,                0.97222,                0.96923,                0.57411,                0.99722,                      1,                  0.995,                0.80526,                  1.545,                0.38704,                0.00531,                0.72914,                 1.7653,              0.0011354,              0.0011354,              0.0011354
                    133,                 1.2391,                0.62524,                 0.1386,                0.74615,                 1.4006,                0.96536,                0.97222,                0.97522,                0.58142,                 0.9931,                      1,                  0.995,                0.81189,                 1.4223,                0.38642,                0.00506,                0.74138,                 1.7358,              0.0011288,              0.0011288,              0.0011288
                    134,                  1.254,                0.65289,                0.14357,                0.76883,                 1.4037,                0.96883,                0.97222,                0.97402,                0.59753,                0.99651,                      1,                  0.995,                0.82266,                 1.4141,                0.42665,                0.00463,                0.71764,                 1.6891,              0.0011222,              0.0011222,              0.0011222
                    135,                 1.2704,                0.66682,                  0.109,                0.79761,                 1.3913,                 0.9729,                0.99715,                0.98014,                0.62646,                0.99697,                      1,                  0.995,                0.83708,                 1.3297,                0.39913,                0.00459,                0.70535,                 1.5847,              0.0011156,              0.0011156,              0.0011156
                    136,                 1.2611,                0.63081,                0.14105,                0.82033,                 1.4069,                0.96751,                0.97222,                0.97784,                0.61505,                0.99515,                      1,                  0.995,                0.84427,                 1.3472,                0.38546,                0.00511,                0.70863,                  1.582,               0.001109,               0.001109,               0.001109
                    137,                 1.1613,                0.63987,                 0.1347,                0.75609,                 1.3556,                0.96483,                0.97222,                0.97606,                0.60418,                0.99256,                      1,                  0.995,                 0.8274,                 1.4228,                0.61652,                0.00697,                0.72244,                 1.6522,              0.0011024,              0.0011024,              0.0011024
                    138,                 1.1985,                0.63252,                0.14999,                0.76229,                 1.3723,                 0.9626,                0.97222,                0.98013,                0.60775,                 0.9901,                      1,                  0.995,                0.80278,                 1.4824,                0.60331,                0.01353,                0.68408,                 1.7443,              0.0010958,              0.0010958,              0.0010958
                    139,                  1.163,                0.64476,                0.15469,                0.73191,                 1.3399,                0.96845,                0.97222,                0.97065,                0.56112,                0.99682,                      1,                  0.995,                 0.7915,                 1.5797,                0.47097,                0.01472,                0.70971,                 1.8881,              0.0010892,              0.0010892,              0.0010892
                    140,                 1.1442,                0.57263,                0.16059,                0.72603,                  1.309,                0.96864,                0.97222,                0.97045,                0.56865,                0.99631,                      1,                  0.995,                0.80111,                 1.4835,                 0.4581,                0.00952,                0.72097,                 1.7555,              0.0010826,              0.0010826,              0.0010826
                    141,                 1.1301,                0.60009,                0.14847,                0.71698,                 1.3276,                0.99621,                      1,                  0.995,                0.56252,                0.99621,                      1,                  0.995,                0.83257,                 1.4343,                0.40629,                0.00854,                0.69546,                 1.6554,               0.001076,               0.001076,               0.001076
                    142,                 1.1071,                0.43966,                0.12147,                0.71528,                 1.3282,                0.96798,                0.97222,                0.97173,                0.58542,                0.99564,                      1,                  0.995,                0.82613,                 1.4458,                0.38048,                0.00722,                0.67616,                 1.6749,              0.0010694,              0.0010694,              0.0010694
                    143,                 1.1597,                0.55027,                0.09563,                0.71102,                 1.3492,                 0.9678,                0.97222,                0.97173,                0.60356,                0.99545,                      1,                  0.995,                0.82994,                 1.3787,                0.38252,                0.00757,                0.66536,                 1.6135,              0.0010628,              0.0010628,              0.0010628
                    144,                 1.1901,                0.53735,                0.13773,                0.70931,                  1.323,                0.99316,                      1,                  0.995,                0.61693,                0.99316,                      1,                  0.995,                0.83948,                 1.4016,                0.40795,                0.00806,                0.66785,                 1.6267,              0.0010562,              0.0010562,              0.0010562
                    145,                 1.2126,                 0.7471,                0.14879,                0.69474,                 1.3636,                0.95596,                      1,                0.99068,                0.61337,                0.95596,                      1,                0.99068,                0.85473,                 1.4448,                0.40705,                0.00983,                 0.6702,                 1.7042,              0.0010496,              0.0010496,              0.0010496
                    146,                 1.1801,                0.56765,                0.14195,                0.68246,                 1.3001,                0.98284,                      1,                  0.995,                0.62419,                0.98284,                      1,                  0.995,                 0.8494,                  1.463,                0.44319,                 0.0129,                 0.6585,                  1.713,               0.001043,               0.001043,               0.001043
                    147,                 1.1438,                0.59475,                0.10901,                0.66895,                 1.3428,                0.96743,                0.97222,                0.98131,                0.56372,                0.99518,                      1,                  0.995,                0.83111,                 1.5349,                0.58586,                0.01153,                0.66285,                 1.8273,              0.0010364,              0.0010364,              0.0010364
                    148,                 1.2566,                 0.5292,                0.15748,                0.72617,                 1.3597,                0.98735,                      1,                  0.995,                0.60878,                0.98735,                      1,                  0.995,                0.78971,                 1.5233,                0.75376,                0.00713,                0.72448,                 1.7951,              0.0010298,              0.0010298,              0.0010298
                    149,                 1.1571,                0.68945,                0.13409,                0.68922,                 1.2953,                0.96624,                      1,                  0.995,                0.59369,                0.96624,                      1,                  0.995,                0.80058,                 1.5808,                0.50264,                0.00579,                0.70584,                 1.8774,              0.0010232,              0.0010232,              0.0010232
                    150,                  1.157,                0.60038,                0.13878,                0.67731,                 1.3414,                0.99423,                      1,                  0.995,                0.61089,                0.99423,                      1,                  0.995,                0.81765,                 1.6025,                0.41206,                0.00607,                0.68052,                 1.9389,              0.0010166,              0.0010166,              0.0010166
                    151,                 1.1619,                0.46756,                0.12674,                0.67908,                 1.3213,                0.98492,                      1,                  0.995,                0.57656,                0.98492,                      1,                  0.995,                0.79554,                 1.6775,                0.49953,                  0.005,                0.72729,                 1.9778,                0.00101,                0.00101,                0.00101
                    152,                 1.1164,                0.59408,                0.13323,                0.67962,                 1.2943,                      1,                0.97064,                  0.995,                0.55455,                      1,                0.97064,                  0.995,                0.69865,                 1.6491,                0.91952,                0.00436,                0.74421,                 1.9448,              0.0010034,              0.0010034,              0.0010034
                    153,                 1.1567,                0.62527,                0.14408,                0.68567,                 1.3497,                0.96667,                      1,                0.99365,                0.57717,                0.96667,                      1,                0.99365,                0.74223,                 1.5287,                0.77604,                0.00475,                0.70159,                 1.8209,              0.0009968,              0.0009968,              0.0009968
                    154,                 1.1235,                0.47804,                0.13898,                0.69061,                 1.3303,                 0.9694,                      1,                0.99365,                0.58184,                 0.9694,                      1,                0.99365,                0.77718,                 1.5956,                0.53434,                0.00565,                0.69675,                 1.8647,              0.0009902,              0.0009902,              0.0009902
                    155,                 1.1231,                0.58719,                0.12013,                0.64694,                 1.3278,                0.97472,                      1,                  0.995,                0.58085,                0.97472,                      1,                  0.995,                  0.774,                 1.5649,                0.57509,                0.00607,                0.63301,                  1.863,              0.0009836,              0.0009836,              0.0009836
                    156,                 1.1647,                0.56691,                0.08882,                0.67455,                 1.3124,                0.99101,                      1,                  0.995,                0.60325,                0.99101,                      1,                  0.995,                0.77845,                 1.4223,                0.58105,                0.00442,                 0.6599,                 1.6793,               0.000977,               0.000977,               0.000977
                    157,                 1.1678,                0.55789,                0.09318,                0.66102,                 1.3315,                0.99713,                      1,                  0.995,                0.57597,                0.99713,                      1,                  0.995,                0.79033,                 1.4672,                0.66622,                0.00389,                0.64711,                 1.7082,              0.0009704,              0.0009704,              0.0009704
                    158,                 1.2266,                0.46348,                0.13135,                0.70622,                 1.4005,                0.99667,                      1,                  0.995,                0.60281,                0.99667,                      1,                  0.995,                0.81519,                 1.4363,                0.55104,                0.00388,                0.59535,                 1.6772,              0.0009638,              0.0009638,              0.0009638
                    159,                 1.1936,                0.60669,                0.13697,                0.70271,                 1.3415,                0.99598,                      1,                  0.995,                0.60045,                0.99598,                      1,                  0.995,                0.82068,                 1.4564,                0.47876,                0.00557,                0.62298,                 1.7559,              0.0009572,              0.0009572,              0.0009572
                    160,                 1.1159,                0.51097,                0.13483,                0.72576,                 1.3312,                0.96896,                0.97222,                0.96967,                0.60236,                0.99664,                      1,                  0.995,                0.81806,                 1.5233,                 0.4287,                0.00571,                0.60958,                 1.8024,              0.0009506,              0.0009506,              0.0009506
                    161,                 1.2122,                0.61414,                0.13138,                0.78106,                 1.3696,                0.96923,                0.97222,                0.95702,                0.57891,                0.99692,                      1,                  0.995,                0.82256,                 1.5024,                0.42793,                0.00395,                0.57934,                 1.7344,               0.000944,               0.000944,               0.000944
                    162,                 1.1612,                 0.4902,                0.11668,                0.71429,                 1.3055,                0.99767,                      1,                  0.995,                0.62631,                0.99767,                      1,                  0.995,                0.80742,                 1.3473,                0.41834,                0.00376,                0.55492,                 1.6078,              0.0009374,              0.0009374,              0.0009374
                    163,                 1.2004,                0.58144,                0.15328,                0.69354,                 1.3305,                 0.9958,                      1,                  0.995,                0.59942,                 0.9958,                      1,                  0.995,                0.81248,                 1.4093,                0.45149,                0.00424,                0.59988,                 1.6738,              0.0009308,              0.0009308,              0.0009308
                    164,                   1.16,                0.45527,                0.13056,                 0.6956,                  1.367,                 0.9975,                      1,                  0.995,                0.62233,                 0.9975,                      1,                  0.995,                0.80661,                   1.42,                0.52259,                 0.0042,                0.62762,                 1.6626,              0.0009242,              0.0009242,              0.0009242
                    165,                 1.1384,                0.60263,                0.16132,                0.68171,                 1.3548,                0.99603,                      1,                  0.995,                0.58014,                0.99603,                      1,                  0.995,                0.81684,                  1.554,                0.46762,                 0.0042,                0.59778,                 1.7618,              0.0009176,              0.0009176,              0.0009176
                    166,                 1.1368,                0.51219,                0.12085,                0.72067,                 1.2878,                0.99747,                      1,                  0.995,                0.60246,                0.99747,                      1,                  0.995,                0.80944,                 1.5658,                0.42246,                0.00368,                0.57682,                 1.7971,               0.000911,               0.000911,               0.000911
                    167,                 1.1252,                0.51492,                0.12441,                0.66794,                 1.3267,                0.99598,                      1,                  0.995,                0.60765,                0.99598,                      1,                  0.995,                0.82299,                  1.583,                0.38991,                0.00336,                 0.6496,                 1.8679,              0.0009044,              0.0009044,              0.0009044
                    168,                 1.0561,                0.44323,                 0.1586,                0.64759,                 1.2835,                0.96876,                0.97222,                0.96923,                0.62489,                0.99644,                      1,                  0.995,                0.83471,                 1.5076,                0.40157,                0.00322,                0.60269,                 1.7668,              0.0008978,              0.0008978,              0.0008978
                    169,                 1.2096,                0.63843,                0.20485,                 0.7205,                 1.3805,                0.96948,                0.97222,                0.97131,                0.61226,                0.99727,                      1,                  0.995,                0.83998,                 1.4799,                0.40772,                0.00368,                0.62114,                 1.7147,              0.0008912,              0.0008912,              0.0008912
                    170,                 1.1312,                0.53318,                0.14302,                0.67727,                 1.2833,                 0.9682,                0.97222,                0.97402,                 0.6115,                0.99586,                      1,                  0.995,                0.80383,                 1.4979,                0.49932,                0.00522,                0.60879,                 1.7335,              0.0008846,              0.0008846,              0.0008846
                    171,                  1.235,                0.60788,                0.13358,                0.72188,                 1.3635,                0.99628,                      1,                  0.995,                0.59056,                0.99628,                      1,                  0.995,                0.78547,                 1.5643,                0.50977,                0.00636,                0.59797,                 1.8039,               0.000878,               0.000878,               0.000878
