                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                 1.4447,                0.97557,                0.26753,                 1.0575,                 1.8385,                0.91242,                      1,                0.97577,                0.53589,                0.83873,                0.91667,                0.88275,                 0.7693,                 1.3669,                 0.8843,                0.01323,                 1.0544,                 2.1273,              0.0014126,              0.0014126,              0.0014126
                     91,                 1.3633,                 0.8121,                0.20848,                 1.0645,                 1.8142,                0.96736,                      1,                  0.995,                0.46537,                0.92534,                0.95833,                0.95511,                 0.7717,                 1.6855,                0.85383,                0.01832,                0.93471,                 2.4018,               0.001406,               0.001406,               0.001406
                     92,                 1.3982,                 0.9065,                0.28924,                 1.0178,                 1.8295,                 0.9944,                      1,                  0.995,                0.51976,                 0.9944,                      1,                  0.995,                0.72837,                 1.4276,                0.87088,                0.02333,                0.90748,                 2.1962,              0.0013994,              0.0013994,              0.0013994
                     93,                 1.3969,                  1.011,                0.26263,                 1.0396,                 1.7943,                0.99009,                      1,                  0.995,                0.52766,                0.90647,                0.91667,                0.86922,                0.67885,                 1.3921,                0.93504,                0.02411,                0.93321,                 2.0958,              0.0013928,              0.0013928,              0.0013928
                     94,                 1.4658,                 1.1181,                 0.2405,                 1.0717,                 1.9518,                0.99149,                      1,                  0.995,                0.51924,                0.90867,                0.91667,                0.86949,                0.72804,                 1.3101,                0.82038,                0.02934,                0.93249,                 2.0409,              0.0013862,              0.0013862,              0.0013862
                     95,                 1.3686,                 1.0012,                0.26506,                0.96277,                 1.8332,                0.94877,                0.95833,                0.95847,                 0.5418,                0.86498,                  0.875,                0.82571,                0.74828,                 1.2084,                0.75574,                0.03153,                0.98701,                 1.9666,              0.0013796,              0.0013796,              0.0013796
                     96,                 1.3505,                0.88655,                0.22587,                 1.0341,                 1.8391,                0.98135,                      1,                  0.995,                0.56553,                0.94046,                0.95833,                 0.9664,                0.76043,                 1.2171,                0.78105,                0.02835,                 1.0125,                 1.9922,               0.001373,               0.001373,               0.001373
                     97,                 1.4329,                 1.0937,                0.21444,                 1.0047,                 1.8119,                0.98708,                      1,                  0.995,                0.58322,                0.98708,                      1,                  0.995,                0.74233,                 1.1957,                0.80294,                0.02662,                0.97601,                 1.9712,              0.0013664,              0.0013664,              0.0013664
                     98,                  1.403,                0.83677,                0.21539,                0.98645,                 1.9029,                0.98578,                      1,                  0.995,                0.56469,                0.98578,                      1,                  0.995,                0.70374,                 1.1681,                0.93897,                0.02722,                0.95155,                  1.947,              0.0013598,              0.0013598,              0.0013598
                     99,                 1.3432,                 1.2615,                0.26136,                 1.0434,                 1.7125,                 0.9953,                      1,                  0.995,                0.56058,                0.95273,                0.95833,                0.95316,                0.56943,                 1.1794,                 1.5191,                0.03732,                0.95917,                 1.9506,              0.0013532,              0.0013532,              0.0013532
                    100,                 1.4297,                 1.1994,                0.24704,                  1.082,                 1.8533,                0.92051,                0.96531,                0.97984,                0.53362,                0.95816,                0.95429,                0.95039,                0.48258,                 1.2135,                 1.6298,                0.04381,                0.94564,                 1.9697,              0.0013466,              0.0013466,              0.0013466
                    101,                 1.3739,                  1.257,                0.26048,                 1.0759,                 1.7833,                0.93819,                0.95833,                 0.9515,                0.57994,                0.97898,                      1,                  0.995,                0.66463,                 1.1144,                 1.0578,                0.05225,                 1.0367,                 1.9139,                0.00134,                0.00134,                0.00134
                    102,                 1.2903,                0.88783,                 0.2591,                 1.0113,                 1.7125,                0.94367,                0.95833,                0.96212,                 0.5148,                 0.9016,                0.91667,                0.90873,                0.70353,                 1.2145,                0.88543,                0.04821,                 1.0616,                 2.0067,              0.0013334,              0.0013334,              0.0013334
                    103,                 1.3711,                   1.16,                0.23273,                 1.0005,                 1.7294,                0.90405,                0.91667,                0.93154,                0.51161,                0.90405,                0.91667,                0.93094,                0.72403,                 1.2663,                0.90241,                0.03979,                 1.0609,                 2.0441,              0.0013268,              0.0013268,              0.0013268
                    104,                 1.4451,                0.77807,                0.20245,                 1.0433,                 1.9441,                0.94443,                0.95833,                0.97452,                0.60716,                0.94443,                0.95833,                0.93994,                0.79916,                  1.172,                0.87387,                0.02865,                0.96603,                 1.9474,              0.0013202,              0.0013202,              0.0013202
                    105,                 1.4758,                0.91182,                0.22497,                 1.0382,                 1.8955,                 0.9604,                      1,                  0.995,                0.62669,                0.92039,                0.95833,                0.94215,                0.76316,                 1.1869,                0.92717,                0.02228,                0.93433,                 1.9412,              0.0013136,              0.0013136,              0.0013136
                    106,                 1.4433,                0.95695,                0.25013,                 1.0373,                 1.8191,                0.98584,                      1,                  0.995,                 0.6126,                0.94476,                0.95833,                 0.9457,                 0.7737,                 1.2198,                0.85694,                0.02191,                0.95576,                 1.9744,               0.001307,               0.001307,               0.001307
                    107,                 1.2945,                0.93402,                0.23598,                0.98846,                 1.6873,                0.97711,                      1,                  0.995,                0.58044,                 0.9364,                0.95833,                0.94908,                0.80709,                 1.1993,                0.81167,                0.02464,                0.92797,                 1.9503,              0.0013004,              0.0013004,              0.0013004
                    108,                 1.4783,                 1.0977,                0.25615,                 1.0484,                 1.8217,                0.99231,                      1,                  0.995,                  0.551,                0.95096,                0.95833,                0.93317,                0.75498,                 1.3548,                0.80939,                0.05255,                0.99122,                 2.1061,              0.0012938,              0.0012938,              0.0012938
                    109,                 1.2651,                0.96173,                0.23799,                 1.0019,                 1.6961,                0.95169,                0.91667,                0.92917,                0.52136,                0.95169,                0.91667,                0.90907,                0.73226,                 1.4292,                 0.8716,                0.09327,                 1.0018,                 2.1968,              0.0012872,              0.0012872,              0.0012872
                    110,                  1.255,                0.82242,                0.20722,                0.98986,                 1.7104,                0.89253,                  0.875,                0.89491,                0.51329,                0.95624,                0.91072,                0.90455,                0.67377,                 1.4795,                 1.1023,                0.14038,                 1.1318,                 2.2536,              0.0012806,              0.0012806,              0.0012806
                    111,                 1.3317,                0.92142,                0.23796,                0.96124,                   1.81,                0.85822,                0.83333,                0.84832,                 0.4859,                0.85822,                0.83333,                0.81409,                0.61611,                 1.4547,                 1.2348,                0.15343,                 1.2481,                 2.2456,               0.001274,               0.001274,               0.001274
                    112,                   1.34,                 1.0338,                0.24857,                 1.0197,                  1.745,                0.80096,                  0.875,                   0.88,                0.54629,                0.84416,                0.90314,                0.90721,                0.61093,                 1.3724,                 1.4042,                0.17668,                 1.0978,                 2.1641,              0.0012674,              0.0012674,              0.0012674
                    113,                 1.3749,                 1.0445,                 0.2123,                 1.0371,                  1.737,                0.91845,                0.93895,                0.93002,                0.59552,                0.99622,                      1,                  0.995,                0.66603,                  1.386,                 1.3308,                0.15853,                0.99211,                 2.1279,              0.0012608,              0.0012608,              0.0012608
                    114,                 1.3261,                 0.8116,                0.25693,                0.93412,                  1.797,                0.95818,                0.95472,                0.98556,                0.62135,                      1,                0.99586,                  0.995,                0.70061,                 1.3336,                 1.1886,                0.09558,                0.89724,                 2.0623,              0.0012542,              0.0012542,              0.0012542
                    115,                 1.3115,                0.93859,                0.25091,                 1.0365,                 1.7455,                      1,                0.99059,                  0.995,                0.58585,                      1,                0.99059,                  0.995,                0.68877,                 1.2504,                 1.1168,                0.05118,                0.95251,                 1.9944,              0.0012476,              0.0012476,              0.0012476
                    116,                 1.2679,                0.86525,                0.25367,                0.95297,                 1.6691,                0.95329,                      1,                  0.995,                0.54461,                0.95329,                      1,                  0.995,                0.68924,                 1.3282,                 1.1515,                0.04671,                0.94557,                 2.0387,               0.001241,               0.001241,               0.001241
                    117,                  1.322,                 1.0961,                0.22559,                0.97999,                 1.7478,                 0.9589,                0.97249,                 0.9902,                0.55225,                 0.9589,                0.97249,                 0.9902,                0.70487,                 1.2906,                 1.1612,                0.05021,                0.91289,                 1.9956,              0.0012344,              0.0012344,              0.0012344
                    118,                 1.3262,                0.79241,                0.27851,                0.96779,                 1.7488,                0.95806,                0.95195,                0.97055,                 0.5701,                      1,                0.99362,                  0.995,                0.76606,                 1.2463,                 0.9967,                0.05917,                0.86533,                 1.9777,              0.0012278,              0.0012278,              0.0012278
                    119,                 1.3229,                 1.0395,                0.20738,                0.93464,                 1.7262,                 0.9222,                0.98813,                 0.9745,                0.56457,                0.94514,                      1,                 0.9934,                0.76236,                 1.2246,                0.94999,                0.06342,                0.87871,                 1.9853,              0.0012212,              0.0012212,              0.0012212
                    120,                  1.402,                 1.0007,                0.21536,                0.98329,                 1.7821,                0.95811,                      1,                  0.977,                0.60216,                0.97445,                      1,                  0.995,                0.78336,                 1.1077,                0.86361,                0.05337,                0.89479,                  1.893,              0.0012146,              0.0012146,              0.0012146
                    121,                 1.2972,                0.91802,                0.23951,                0.96899,                 1.7321,                0.95999,                0.99981,                 0.9686,                0.60631,                0.97659,                      1,                  0.995,                0.75034,                 1.1359,                0.93471,                0.03513,                0.86401,                 1.8981,               0.001208,               0.001208,               0.001208
                    122,                 1.3451,                0.98656,                0.25882,                 1.0116,                 1.8265,                 0.9893,                      1,                  0.995,                0.62335,                 0.9893,                      1,                  0.995,                0.73678,                 1.1944,                0.98946,                0.02939,                0.84002,                   1.95,              0.0012014,              0.0012014,              0.0012014
                    123,                 1.2436,                0.94762,                0.28093,                0.97579,                 1.7427,                 0.9919,                      1,                  0.995,                0.61394,                 0.9919,                      1,                  0.995,                0.71753,                 1.3611,                0.94658,                0.02939,                0.84321,                 2.0637,              0.0011948,              0.0011948,              0.0011948
                    124,                 1.3321,                0.71579,                0.22911,                0.92045,                  1.831,                0.99257,                      1,                  0.995,                 0.5934,                0.99257,                      1,                  0.995,                0.76254,                 1.3628,                0.92893,                0.03745,                0.84072,                 2.1225,              0.0011882,              0.0011882,              0.0011882
                    125,                 1.2851,                 1.0284,                 0.2047,                0.99582,                 1.7414,                 0.9927,                      1,                  0.995,                0.57342,                0.95134,                0.95833,                0.92897,                0.72441,                 1.3495,                0.88884,                0.04538,                0.85539,                 2.0872,              0.0011816,              0.0011816,              0.0011816
                    126,                 1.2979,                0.72392,                0.23245,                0.91901,                 1.7587,                0.98352,                      1,                  0.995,                0.57219,                0.94068,                0.95833,                 0.9289,                0.73969,                 1.3223,                0.83485,                0.05245,                0.86466,                 2.0812,               0.001175,               0.001175,               0.001175
                    127,                 1.2068,                 0.8838,                0.24208,                0.90591,                 1.7101,                0.94758,                0.95833,                0.94876,                 0.5816,                0.94758,                0.95833,                0.91848,                0.76163,                 1.2698,                0.79622,                0.07032,                0.87764,                 2.0407,              0.0011684,              0.0011684,              0.0011684
                    128,                 1.3617,                0.91855,                0.20643,                0.93082,                 1.7334,                0.95007,                0.95833,                0.95917,                0.59197,                0.86729,                  0.875,                0.79198,                0.75242,                 1.1771,                0.81296,                0.04566,                0.92199,                  1.941,              0.0011618,              0.0011618,              0.0011618
                    129,                  1.241,                0.91681,                0.28403,                0.92707,                 1.7019,                0.95114,                0.95833,                0.96972,                0.61299,                0.90979,                0.91667,                0.88647,                0.77607,                 1.1163,                0.80669,                0.02994,                0.92648,                 1.8635,              0.0011552,              0.0011552,              0.0011552
                    130,                  1.305,                0.88357,                0.23165,                0.89124,                 1.7235,                 0.9424,                0.95833,                0.95638,                0.59348,                 0.9424,                0.95833,                  0.917,                0.76533,                 1.1014,                0.77635,                0.02012,                0.94961,                 1.8578,              0.0011486,              0.0011486,              0.0011486
                    131,                 1.1787,                0.77994,                0.25595,                0.91728,                 1.6028,                0.93532,                0.95833,                0.94401,                 0.5491,                0.97599,                      1,                  0.995,                0.72904,                 1.1246,                0.80635,                0.01729,                0.95994,                 1.8811,               0.001142,               0.001142,               0.001142
                    132,                 1.3071,                0.82979,                0.20033,                0.94983,                 1.7717,                0.94082,                0.95833,                0.95075,                0.51668,                0.98172,                      1,                  0.995,                0.73519,                 1.2169,                0.94212,                0.01165,                0.98562,                 1.9942,              0.0011354,              0.0011354,              0.0011354
                    133,                 1.3077,                0.99095,                0.17664,                  0.972,                 1.7616,                0.94519,                0.95833,                0.94699,                 0.5178,                0.94519,                0.95833,                0.96868,                0.70469,                  1.209,                0.97651,                0.01054,                0.98926,                 2.0024,              0.0011288,              0.0011288,              0.0011288
                    134,                 1.3552,                0.89416,                0.18379,                0.99389,                 1.8693,                0.94711,                0.95833,                 0.9447,                0.52986,                0.98861,                      1,                  0.995,                0.70834,                 1.2044,                0.88813,                0.01204,                0.97437,                 1.9968,              0.0011222,              0.0011222,              0.0011222
                    135,                 1.2907,                 0.8694,                0.22631,                0.99618,                 1.7466,                0.94681,                0.95833,                0.95742,                0.56439,                0.98834,                      1,                  0.995,                 0.7243,                 1.1852,                0.85802,                0.01592,                0.95219,                 1.9739,              0.0011156,              0.0011156,              0.0011156
                    136,                 1.2353,                0.96905,                0.20362,                0.93064,                 1.6969,                0.95821,                0.95552,                0.95408,                0.55238,                      1,                0.99719,                  0.995,                0.74492,                 1.2341,                0.80516,                0.02555,                0.93231,                 1.9817,               0.001109,               0.001109,               0.001109
                    137,                 1.2951,                0.95905,                0.23762,                0.93467,                 1.7449,                      1,                0.98809,                  0.995,                0.55047,                      1,                0.98809,                  0.995,                0.70358,                 1.2141,                0.92442,                0.03075,                0.95711,                 1.9629,              0.0011024,              0.0011024,              0.0011024
                    138,                 1.3596,                 1.0314,                0.19287,                0.95368,                 1.7803,                0.94356,                0.95833,                0.99056,                0.54805,                0.94356,                0.95833,                0.99056,                0.59742,                 1.1953,                 1.1188,                0.03388,                 1.0068,                 1.9803,              0.0010958,              0.0010958,              0.0010958
                    139,                 1.2986,                0.95077,                0.27883,                0.96479,                 1.7131,                0.93313,                0.95833,                0.99192,                0.57815,                0.93313,                0.95833,                0.99192,                0.48642,                 1.2568,                 1.3854,                0.03662,                 1.0175,                 2.0774,              0.0010892,              0.0010892,              0.0010892
                    140,                 1.2267,                0.98058,                0.15842,                0.88464,                 1.7285,                      1,                0.98076,                  0.995,                0.54205,                0.95755,                0.94031,                0.93962,                0.53531,                  1.385,                 1.3907,                0.03693,                 1.0297,                 2.2691,              0.0010826,              0.0010826,              0.0010826
                    141,                 1.3428,                0.83105,                0.21586,                0.99841,                 1.7611,                      1,                 0.9903,                  0.995,                0.58035,                0.95796,                0.94973,                 0.9439,                0.60503,                 1.3377,                 1.1943,                0.03791,                0.96914,                 2.1993,               0.001076,               0.001076,               0.001076
                    142,                 1.3908,                0.99214,                0.23326,                 1.0264,                 1.8101,                0.92444,                0.95833,                0.99192,                 0.6077,                0.88174,                0.91667,                0.93486,                0.64726,                 1.2487,                 1.0416,                0.03822,                0.95131,                 2.0905,              0.0010694,              0.0010694,              0.0010694
                    143,                 1.2216,                0.75296,                0.24116,                 0.9428,                 1.7203,                0.95974,                0.95833,                0.99056,                0.61432,                0.83993,                0.83333,                0.85823,                0.66733,                 1.1792,                 1.0145,                0.04012,                0.96084,                 2.0104,              0.0010628,              0.0010628,              0.0010628
                    144,                 1.2591,                0.84745,                 0.2315,                0.98168,                 1.6973,                0.94551,                      1,                  0.995,                0.59244,                0.83441,                  0.875,                0.85841,                0.69635,                 1.1421,                 1.0425,                0.03642,                0.95238,                 1.9637,              0.0010562,              0.0010562,              0.0010562
                    145,                 1.1373,                0.90111,                0.20154,                0.87602,                 1.6928,                0.94162,                0.95833,                0.94188,                0.55002,                0.90034,                0.91667,                0.89701,                 0.5671,                 1.1621,                 1.3297,                0.03457,                0.92397,                 1.9838,              0.0010496,              0.0010496,              0.0010496
                    146,                 1.2131,                0.90242,                0.23719,                0.94305,                 1.6749,                0.94632,                0.95833,                0.94805,                0.55629,                0.90517,                0.91667,                0.89268,                0.56896,                  1.163,                 1.3689,                0.03069,                0.92857,                 1.9804,               0.001043,               0.001043,               0.001043
                    147,                 1.2713,                0.81513,                0.22848,                0.94098,                 1.7289,                0.94703,                0.95833,                0.94805,                0.57737,                0.94703,                0.95833,                 0.9597,                0.65594,                 1.1859,                 1.1426,                0.02316,                0.90645,                 1.9684,              0.0010364,              0.0010364,              0.0010364
                    148,                 1.3483,                0.89835,                0.22034,                0.89482,                 1.7859,                 0.9534,                0.95833,                0.94442,                0.58588,                0.99485,                      1,                  0.995,                 0.6816,                 1.2204,                0.93818,                  0.014,                0.87996,                 1.9747,              0.0010298,              0.0010298,              0.0010298
                    149,                 1.1937,                 0.7302,                0.22156,                0.84052,                 1.6831,                0.95332,                0.95833,                0.94383,                0.57813,                0.99487,                      1,                  0.995,                 0.6964,                 1.2171,                0.83246,                0.01412,                0.85676,                 1.9697,              0.0010232,              0.0010232,              0.0010232
                    150,                 1.2408,                0.69039,                0.19242,                0.88103,                 1.7197,                 0.9196,                0.95332,                0.92167,                0.57412,                0.95287,                0.95833,                 0.9645,                0.76027,                 1.1718,                0.77202,                0.01661,                0.91115,                  1.939,              0.0010166,              0.0010166,              0.0010166
                    151,                 1.2562,                0.94514,                 0.2345,                0.92805,                 1.7716,                0.87452,                0.95833,                0.91655,                0.57145,                0.90615,                0.91667,                0.95303,                0.80833,                 1.1578,                0.76847,                0.01941,                  0.903,                 1.9176,                0.00101,                0.00101,                0.00101
                    152,                 1.3098,                0.81655,                0.15035,                0.87903,                 1.7436,                0.95994,                 0.9984,                 0.9634,                0.62445,                0.89945,                0.91667,                0.93332,                0.81426,                  1.162,                0.81959,                0.02448,                0.83879,                  1.929,              0.0010034,              0.0010034,              0.0010034
                    153,                  1.257,                0.81965,                0.20244,                0.88034,                 1.7284,                0.94479,                0.95833,                0.94951,                0.60093,                0.90949,                0.91667,                0.93772,                0.78084,                 1.1247,                0.89919,                0.02219,                0.86014,                 1.9065,              0.0009968,              0.0009968,              0.0009968
                    154,                 1.2594,                0.71794,                0.20656,                0.95805,                 1.7113,                0.89205,                0.91667,                0.91761,                0.61651,                 0.9326,                0.95833,                0.95992,                0.70477,                 1.0962,                 1.0764,                0.02006,                0.88471,                 1.8788,              0.0009902,              0.0009902,              0.0009902
                    155,                 1.2445,                 1.0073,                0.18827,                0.85527,                 1.7057,                0.94871,                0.95833,                0.94785,                0.59688,                0.90746,                0.91667,                0.86367,                0.67419,                 1.0939,                 1.1679,                0.02105,                0.89931,                 1.8765,              0.0009836,              0.0009836,              0.0009836
                    156,                 1.2208,                0.86088,                0.20792,                0.85112,                 1.6663,                 0.9538,                0.95833,                0.96234,                0.54067,                0.87077,                  0.875,                0.83955,                0.71677,                 1.3052,                0.97656,                0.02698,                  0.863,                 2.0506,               0.000977,               0.000977,               0.000977
                    157,                 1.2696,                0.73348,                0.27444,                0.92471,                 1.7966,                 0.9598,                0.99499,                  0.965,                0.60508,                0.87086,                  0.875,                0.83706,                0.78305,                 1.3098,                 0.8951,                0.02517,                0.82914,                 2.0808,              0.0009704,              0.0009704,              0.0009704
                    158,                  1.246,                0.94654,                0.22025,                0.93215,                 1.7099,                0.95984,                0.99596,                  0.965,                0.61025,                 0.8707,                  0.875,                0.84575,                0.79689,                 1.3102,                0.84685,                 0.0193,                0.83084,                 2.0851,              0.0009638,              0.0009638,              0.0009638
                    159,                  1.254,                0.44705,                 0.1815,                0.89876,                 1.7255,                 0.9524,                0.95833,                0.96306,                 0.5948,                0.86945,                  0.875,                0.85785,                0.80121,                 1.2721,                0.80564,                0.01428,                0.82004,                 2.0404,              0.0009572,              0.0009572,              0.0009572
                    160,                 1.2894,                 0.8331,                0.19959,                0.93073,                 1.7272,                0.94183,                0.95833,                0.95917,                0.64682,                0.94183,                0.95833,                0.95313,                0.78746,                 1.1645,                0.83153,                0.01024,                0.82535,                 1.9415,              0.0009506,              0.0009506,              0.0009506
                    161,                 1.2682,                0.80496,                0.22353,                0.92714,                 1.7745,                0.92282,                0.99654,                0.96122,                0.63608,                0.90646,                0.95833,                0.94869,                0.74011,                 1.1687,                0.95219,                 0.0107,                0.77804,                  1.952,               0.000944,               0.000944,               0.000944
                    162,                 1.2267,                0.83123,                0.26825,                0.91867,                 1.6757,                0.98668,                      1,                  0.995,                0.62628,                0.98668,                      1,                  0.995,                0.72235,                 1.2122,                 1.0611,                0.01104,                0.76513,                 1.9868,              0.0009374,              0.0009374,              0.0009374
                    163,                 1.2759,                0.82666,                 0.2321,                0.85967,                 1.7422,                0.98466,                      1,                  0.995,                0.61283,                0.98466,                      1,                  0.995,                0.73823,                 1.2168,                 1.0748,                0.01151,                 0.7727,                 1.9787,              0.0009308,              0.0009308,              0.0009308
                    164,                 1.2781,                0.93221,                0.22095,                0.95584,                 1.7563,                0.98905,                      1,                  0.995,                0.59534,                0.94784,                0.95833,                0.95277,                0.72525,                  1.297,                 1.1536,                0.01561,                0.79865,                 2.0276,              0.0009242,              0.0009242,              0.0009242
                    165,                  1.243,                0.75945,                0.23228,                0.91433,                 1.7075,                0.94731,                0.95833,                0.97012,                0.59399,                0.90584,                0.91667,                0.90937,                0.71668,                 1.2947,                 1.1141,                0.02125,                0.81689,                 2.0198,              0.0009176,              0.0009176,              0.0009176
                    166,                 1.2432,                0.75873,                0.20392,                0.88466,                 1.7905,                0.94568,                0.95833,                0.96972,                 0.5718,                0.90428,                0.91667,                0.90482,                0.72238,                 1.2744,                 1.0392,                0.02801,                0.84655,                 1.9962,               0.000911,               0.000911,               0.000911
                    167,                 1.1275,                0.61117,                 0.1979,                0.86936,                 1.6499,                0.94868,                0.95833,                0.97817,                0.57219,                0.86618,                  0.875,                0.82813,                 0.7236,                 1.2292,                 1.0323,                0.02796,                 0.8495,                 1.9617,              0.0009044,              0.0009044,              0.0009044
                    168,                 1.2049,                0.78296,                0.19725,                0.88224,                 1.6867,                0.90756,                0.91667,                0.94888,                0.61515,                0.94882,                0.95833,                0.93228,                0.67364,                 1.1994,                 1.1267,                0.02316,                0.83415,                 1.9336,              0.0008978,              0.0008978,              0.0008978
                    169,                 1.2633,                0.90983,                0.18641,                0.88035,                 1.6489,                   0.95,                0.95833,                0.97276,                0.61569,                   0.95,                0.95833,                0.93012,                0.64867,                 1.1939,                 1.1402,                0.02646,                0.80536,                 1.9332,              0.0008912,              0.0008912,              0.0008912
                    170,                 1.1774,                0.71558,                0.18923,                0.81956,                 1.6232,                0.94714,                0.95833,                0.96609,                0.62985,                0.90596,                0.91667,                0.89272,                0.67613,                 1.1741,                 1.0765,                0.03092,                0.78479,                 1.9119,              0.0008846,              0.0008846,              0.0008846
                    171,                 1.2188,                0.64814,                0.18793,                0.92624,                  1.749,                0.95952,                0.98797,                  0.965,                 0.6316,                0.86685,                  0.875,                0.84374,                0.72178,                  1.144,                0.97701,                0.02748,                0.77707,                 1.8897,               0.000878,               0.000878,               0.000878
                    172,                 1.2132,                0.73974,                0.19647,                0.89019,                 1.6503,                0.93944,                0.95833,                0.97484,                 0.6864,                0.85775,                  0.875,                0.83824,                0.77605,                 1.0653,                0.90057,                0.01608,                0.78915,                 1.8685,              0.0008714,              0.0008714,              0.0008714
                    173,                 1.1133,                0.72425,                0.27264,                0.88492,                 1.5774,                0.91491,                0.95833,                0.97534,                0.69096,                 0.8373,                  0.875,                 0.8424,                0.78343,                 1.0231,                 0.8799,                0.01273,                0.80622,                 1.8537,              0.0008648,              0.0008648,              0.0008648
                    174,                 1.2611,                0.74491,                0.19422,                0.92555,                  1.706,                0.91859,                0.95833,                0.97367,                0.66581,                0.84401,                  0.875,                 0.8307,                0.78772,                 0.9991,                0.86329,                0.01142,                 0.8416,                 1.8465,              0.0008582,              0.0008582,              0.0008582
                    175,                 1.1733,                0.92455,                0.18129,                0.88287,                 1.6634,                0.93978,                0.95833,                0.96867,                0.60775,                0.86058,                  0.875,                0.82098,                0.78054,                 1.0862,                0.88151,                0.01075,                0.85952,                 1.8938,              0.0008516,              0.0008516,              0.0008516
                    176,                 1.1571,                0.66207,                0.19248,                0.87225,                 1.6718,                0.94313,                0.95833,                 0.9722,                0.52984,                0.86111,                  0.875,                0.85389,                0.79108,                 1.2345,                0.91201,                0.01406,                0.89115,                 1.9855,               0.000845,               0.000845,               0.000845
                    177,                 1.1939,                0.93092,                0.20153,                0.89013,                 1.6624,                0.92739,                0.95833,                0.97514,                0.58641,                0.84368,                  0.875,                  0.878,                0.77634,                 1.1844,                0.92829,                0.01521,                0.85309,                 1.9259,              0.0008384,              0.0008384,              0.0008384
                    178,                 1.2396,                0.84466,                0.21202,                0.94367,                 1.7215,                0.90908,                0.95833,                0.95929,                0.61587,                0.82981,                  0.875,                0.85394,                0.71072,                 1.1211,                0.98997,                0.01737,                0.83122,                 1.8718,              0.0008318,              0.0008318,              0.0008318
                    179,                 1.2866,                0.86796,                0.17311,                0.89041,                  1.676,                0.92204,                0.98591,                0.95491,                0.63075,                0.86509,                0.91667,                0.88823,                0.67793,                 1.0887,                 1.0859,                0.01873,                0.81243,                 1.8496,              0.0008252,              0.0008252,              0.0008252
                    180,                 1.2445,                 1.0078,                0.24699,                0.95348,                 1.6639,                0.95955,                0.98869,                 0.9718,                0.59686,                    0.9,                0.91667,                0.92217,                0.60759,                 1.1194,                 1.2517,                0.02728,                0.84624,                 1.8934,              0.0008186,              0.0008186,              0.0008186
                    181,                 1.2886,                0.74312,                0.21381,                0.93145,                 1.7491,                0.95938,                0.98448,                  0.965,                0.57785,                0.90613,                0.91667,                0.92669,                0.59064,                  1.125,                 1.3216,                0.03217,                0.88844,                 1.8997,               0.000812,               0.000812,               0.000812
                    182,                 1.1872,                0.70447,                  0.156,                 0.9027,                 1.7418,                 0.9597,                0.99247,                 0.9586,                0.55018,                0.90714,                0.91667,                0.92617,                0.56351,                 1.1531,                 1.2962,                 0.0297,                0.91689,                 1.9075,              0.0008054,              0.0008054,              0.0008054
                    183,                 1.1396,                0.58913,                0.18501,                0.85687,                 1.6173,                0.95974,                0.99349,                 0.9586,                 0.5351,                 0.9091,                0.91667,                0.92171,                0.59152,                 1.1972,                  1.248,                0.02583,                0.91623,                 1.9452,              0.0007988,              0.0007988,              0.0007988
                    184,                 1.1604,                0.74175,                0.19784,                0.87113,                 1.6867,                0.95429,                0.95833,                0.96472,                0.52052,                0.96297,                0.95833,                0.97543,                0.69138,                 1.2796,                 1.1284,                0.01979,                0.84642,                 1.9977,              0.0007922,              0.0007922,              0.0007922
                    185,                 1.2125,                0.87824,                 0.2129,                0.88327,                  1.728,                 0.9598,                0.99501,                  0.975,                0.58909,                0.99579,                      1,                  0.995,                0.70701,                 1.2305,                 1.0057,                0.01919,                0.78266,                 1.9493,              0.0007856,              0.0007856,              0.0007856
                    186,                 1.2396,                0.85937,                0.21352,                0.89197,                 1.7018,                0.95981,                0.99535,                  0.987,                0.62386,                  0.953,                0.95833,                0.93469,                0.74545,                 1.1434,                0.91806,                 0.0194,                 0.7768,                 1.8949,               0.000779,               0.000779,               0.000779
                    187,                 1.2029,                 0.7019,                0.20311,                 0.7995,                  1.666,                0.95979,                0.99481,                 0.9886,                0.64048,                0.91065,                0.91667,                0.92549,                0.76409,                 1.1378,                 0.8813,                0.01822,                 0.7729,                 1.9192,              0.0007724,              0.0007724,              0.0007724
                    188,                 1.1933,                0.66083,                0.18896,                0.80675,                 1.6435,                0.95974,                0.99338,                  0.987,                0.64167,                0.90895,                0.91667,                0.88545,                0.75493,                 1.1936,                 0.8825,                0.01725,                0.75791,                 2.0287,              0.0007658,              0.0007658,              0.0007658
                    189,                 1.2382,                0.87764,                0.22298,                0.84026,                  1.663,                0.99075,                      1,                  0.995,                0.64566,                0.90819,                0.91667,                0.88736,                0.76614,                 1.1838,                0.85845,                0.01721,                0.75052,                  2.014,              0.0007592,              0.0007592,              0.0007592
